region,region_name,forest,forest_name,district,district_name,state
8,Southern Region,9,Ouachita NF,8,Oden RD,AR
8,Southern Region,9,Ouachita NF,9,Poteau RD,AR
8,Southern Region,9,Ouachita NF,10,Womble RD,AR
8,Southern Region,9,Ouachita NF,11,Winona RD,AR
8,Southern Region,9,Ouachita NF,12,Tiak RD,OK
8,Southern Region,9,Ouachita NF,13,Ouachita Civilian Consv Center,AR
8,Southern Region,9,Ouachita NF,39,,AR
8,Southern Region,9,Ouachita NF,40,,AR
8,Southern Region,10,Ozark-St Francis NF,0,Supervisor's Office,AR
8,Southern Region,10,Ozark-St Francis NF,1,Sylamore RD,AR
8,Southern Region,10,Ozark-St Francis NF,2,Buffalo RD,AR
8,Southern Region,10,Ozark-St Francis NF,3,Bayou RD,AR
8,Southern Region,10,Ozark-St Francis NF,4,Pleasant Hill RD,AR
8,Southern Region,10,Ozark-St Francis NF,5,Boston Mountain RD,AR
8,Southern Region,10,Ozark-St Francis NF,6,Mt Magazine RD,AR
8,Southern Region,10,Ozark-St Francis NF,7,St. Francis RD,AR
8,Southern Region,10,Ozark-St Francis NF,9,Cass Civilian Consv Center,AR
8,Southern Region,10,Ozark-St Francis NF,10,,AR
8,Southern Region,10,Ozark-St Francis NF,40,,AR
8,Southern Region,11,NFS in North Carolina,0,,NC
8,Southern Region,11,NFS in North Carolina,1,Forest Supervisor Staff,NC
8,Southern Region,11,NFS in North Carolina,2,Cheoah RD,NC
8,Southern Region,11,NFS in North Carolina,3,Croatan RD,NC
8,Southern Region,11,NFS in North Carolina,4,French Broad RD (Legacy),NC
8,Southern Region,11,NFS in North Carolina,5,Grandfather RD,NC
8,Southern Region,11,NFS in North Carolina,6,Highlands RD,NC
8,Southern Region,11,NFS in North Carolina,7,Pisgah RD,NC
8,Southern Region,11,NFS in North Carolina,8,Appalachian RD,NC
8,Southern Region,11,NFS in North Carolina,9,Tusquittee RD,NC
8,Southern Region,11,NFS in North Carolina,10,Uwharrie RD,NC
8,Southern Region,11,NFS in North Carolina,11,Nantahala RD,NC
8,Southern Region,12,Francis Marion-Sumter NFs,0,Supervisor's Office,SC
8,Southern Region,12,Francis Marion-Sumter NFs,1,Enoree RD,SC
8,Southern Region,12,Francis Marion-Sumter NFs,2,Andrew Pickens RD,SC
8,Southern Region,12,Francis Marion-Sumter NFs,3,Long Cane RD,SC
8,Southern Region,12,Francis Marion-Sumter NFs,5,Francis Marion RD,SC
8,Southern Region,12,Francis Marion-Sumter NFs,5,Wambaw RD,SC
8,Southern Region,12,Francis Marion-Sumter NFs,6,Witherbee RD (Legacy),SC
8,Southern Region,12,Francis Marion-Sumter NFs,7,Tyger RD (Legacy),SC
8,Southern Region,12,Francis Marion-Sumter NFs,8,Edgefield RD (Legacy),SC
8,Southern Region,12,Francis Marion-Sumter NFs,10,,SC
8,Southern Region,12,Francis Marion-Sumter NFs,13,,SC
8,Southern Region,13,NFS & Grasslands in Texas,0,,TX
8,Southern Region,13,NFS & Grasslands in Texas,1,Angelina RD,TX
8,Southern Region,13,NFS & Grasslands in Texas,2,San Jacinto RD (Legacy),TX
8,Southern Region,13,NFS & Grasslands in Texas,3,Davy Crockett RD,TX
8,Southern Region,13,NFS & Grasslands in Texas,4,Sam Houston RD,TX
8,Southern Region,13,NFS & Grasslands in Texas,5,Tenaha RD (Legacy),TX
8,Southern Region,13,NFS & Grasslands in Texas,6,Trinity RD (Legacy),TX
8,Southern Region,13,NFS & Grasslands in Texas,7,Sabine RD,TX
8,Southern Region,13,NFS & Grasslands in Texas,8,Caddo-LBJ RD,TX
8,Southern Region,13,NFS & Grasslands in Texas,43,,TX
8,Southern Region,16,El Yunque NF - Caribbean,0,Supervisor's Office,PR
8,Southern Region,16,El Yunque NF - Caribbean,1,Catalina Field Office,PR
8,Southern Region,20,R8 Regional Projects/Services,,,GA
8,Southern Region,31,R8 Regional Office,,,GA
8,Southern Region,36,Savannah River Site,,,SC
8,Southern Region,60,Land between the Lakes NRA,0,LBL Office,KY
8,Southern Region,60,Land between the Lakes NRA,1,Customer Services,KY
8,Southern Region,60,Land between the Lakes NRA,1,Customer Services,TN
9,Eastern Region,,,,,WI
9,Eastern Region,1,R9 Regional Office,,,WI
9,Eastern Region,3,Chippewa NF,0,Supervisor's Office,MN
9,Eastern Region,3,Chippewa NF,1,Blackduck RD,MN
9,Eastern Region,3,Chippewa NF,2,Cass Lake RD,MN
9,Eastern Region,3,Chippewa NF,3,Deer River RD,MN
9,Eastern Region,3,Chippewa NF,4,Marcell RD,MN
9,Eastern Region,3,Chippewa NF,5,Walker RD,MN
9,Eastern Region,4,Huron-Manistee NF,0,Supervisor's Office,MI
9,Eastern Region,4,Huron-Manistee NF,1,Baldwin RD,MI
9,Eastern Region,4,Huron-Manistee NF,2,Cadillac RD,MI
9,Eastern Region,4,Huron-Manistee NF,3,Manistee RD,MI
9,Eastern Region,4,Huron-Manistee NF,4,White Cloud RD,MI
9,Eastern Region,4,Huron-Manistee NF,5,Mio RD,MI
9,Eastern Region,4,Huron-Manistee NF,6,Tawas RD,MI
9,Eastern Region,4,Huron-Manistee NF,7,Harrisville RD,MI
9,Eastern Region,5,Mark Twain NF,0,Supervisor's Office,MO
9,Eastern Region,5,Mark Twain NF,1,,MO
9,Eastern Region,5,Mark Twain NF,2,Fredericktown RD,MO
9,Eastern Region,5,Mark Twain NF,3,Houston RD,MO
9,Eastern Region,5,Mark Twain NF,4,Poplar Bluff RD,MO
9,Eastern Region,5,Mark Twain NF,5,Potosi RD,MO
9,Eastern Region,5,Mark Twain NF,6,Rolla RD,MO
9,Eastern Region,5,Mark Twain NF,7,Salem RD,MO
9,Eastern Region,5,Mark Twain NF,8,Cedar Creek RD,MO
9,Eastern Region,5,Mark Twain NF,21,Ava RD,MO
9,Eastern Region,5,Mark Twain NF,22,Cassville RD,MO
9,Eastern Region,5,Mark Twain NF,23,Doniphan RD,MO
9,Eastern Region,5,Mark Twain NF,25,Willow Springs RD,MO
9,Eastern Region,5,Mark Twain NF,26,Eleven Point RD,MO
9,Eastern Region,7,Ottawa NF,0,Supervisor's Office,MI
9,Eastern Region,7,Ottawa NF,1,Bergland RD,MI
9,Eastern Region,7,Ottawa NF,1,Bergland RD,MI
9,Eastern Region,7,Ottawa NF,2,Bessemer RD,MI
9,Eastern Region,7,Ottawa NF,3,Iron River RD,MI
9,Eastern Region,7,Ottawa NF,4,Kenton RD,MI
9,Eastern Region,7,Ottawa NF,4,Kenton RD,MI
9,Eastern Region,7,Ottawa NF,5,Ontonagon RD,MI
9,Eastern Region,7,Ottawa NF,6,Watersmeet RD,MI
9,Eastern Region,8,Shawnee NF,0,Supervisor's Office,IL
9,Eastern Region,8,Shawnee NF,1,Elizabethtown RD (Legacy),IL
9,Eastern Region,8,Shawnee NF,2,Mississippi Bluffs RD,IL
9,Eastern Region,8,Shawnee NF,3,Murphysboro RD (Legacy),IL
9,Eastern Region,8,Shawnee NF,4,Hidden Springs RD,IL
9,Eastern Region,8,Shawnee NF,5,Golconda Civilian Consv Center,IL
9,Eastern Region,9,Superior NF,0,Supervisor's Office,MN
9,Eastern Region,9,Superior NF,1,Laurentian RD,MN
9,Eastern Region,9,Superior NF,2,Gunflint RD,MN
9,Eastern Region,9,Superior NF,4,Isabella RD,MN
9,Eastern Region,9,Superior NF,5,Kawishiwi RD,MN
9,Eastern Region,9,Superior NF,6,LaCroix RD,MN
9,Eastern Region,9,Superior NF,7,Tofte RD,MN
9,Eastern Region,9,Superior NF,9,,MN
9,Eastern Region,10,Hiawatha NF,0,Supervisor's Office,MI
9,Eastern Region,10,Hiawatha NF,1,Rapid River RD,MI
9,Eastern Region,10,Hiawatha NF,2,Manistique RD,MI
9,Eastern Region,10,Hiawatha NF,3,Munising RD,MI
9,Eastern Region,10,Hiawatha NF,3,Munising RD,MI
9,Eastern Region,10,Hiawatha NF,4,Sault Ste Marie RD,MI
9,Eastern Region,10,Hiawatha NF,5,St Ignace RD,MI
9,Eastern Region,12,Hoosier NF,0,Supervisor's Office,IN
9,Eastern Region,12,Hoosier NF,1,,IN
9,Eastern Region,12,Hoosier NF,2,Brownstown RD,IN
9,Eastern Region,12,Hoosier NF,3,,IN
9,Eastern Region,12,Hoosier NF,4,Tell City RD,IN
9,Eastern Region,12,Hoosier NF,12,,IN
9,Eastern Region,13,Chequamegon-Nicolet NF,0,Supervisor's Office,WI
9,Eastern Region,13,Chequamegon-Nicolet NF,1,Medford-Park Falls RD,WI
9,Eastern Region,13,Chequamegon-Nicolet NF,2,Great Divide RD,WI
9,Eastern Region,13,Chequamegon-Nicolet NF,3,Eagle River-Florence RD,WI
9,Eastern Region,13,Chequamegon-Nicolet NF,4,Lakewood-Laona RD,WI
9,Eastern Region,13,Chequamegon-Nicolet NF,5,Washburn RD,WI
9,Eastern Region,13,Chequamegon-Nicolet NF,9,,WI
9,Eastern Region,13,Chequamegon-Nicolet NF,18,Northern Great Lakes Visitor Center,WI
9,Eastern Region,14,Wayne NF,0,Supervisor's Office,OH
9,Eastern Region,14,Wayne NF,1,Athens RD,OH
9,Eastern Region,14,Wayne NF,3,Ironton RD,OH
9,Eastern Region,14,Wayne NF,4,,OH
9,Eastern Region,14,Wayne NF,14,,OH
9,Eastern Region,15,Midewin Tallgrass Prairie,0,Supervisor's Office,IL
9,Eastern Region,19,Allegheny NF,0,Supervisor's Office,PA
9,Eastern Region,19,Allegheny NF,1,Sheffield RD,PA
9,Eastern Region,19,Allegheny NF,2,Marienville RD,PA
9,Eastern Region,19,Allegheny NF,3,Bradford RD,PA
9,Eastern Region,19,Allegheny NF,4,Ridgway RD,PA
9,Eastern Region,19,Allegheny NF,10,,PA
9,Eastern Region,20,Green Mtn and Finger Lakes NFs,0,Supervisor's Office,VT
9,Eastern Region,20,Green Mtn and Finger Lakes NFs,1,Middlebury RD,VT
9,Eastern Region,20,Green Mtn and Finger Lakes NFs,2,Manchester RD,VT
9,Eastern Region,20,Green Mtn and Finger Lakes NFs,3,Hector RD,NY
9,Eastern Region,20,Green Mtn and Finger Lakes NFs,3,Hector RD,VT
9,Eastern Region,20,Green Mtn and Finger Lakes NFs,5,Rochester RD,VT
9,Eastern Region,21,Monongahela NF,0,Supervisor's Office,WV
9,Eastern Region,21,Monongahela NF,1,Cheat RD,WV
9,Eastern Region,21,Monongahela NF,2,Gauley RD,WV
9,Eastern Region,21,Monongahela NF,3,Greenbrier RD,WV
9,Eastern Region,21,Monongahela NF,4,Marlinton RD,WV
9,Eastern Region,21,Monongahela NF,5,Potomac RD,WV
9,Eastern Region,21,Monongahela NF,6,White Sulphur RD,WV
9,Eastern Region,22,White Mountain NF,0,Supervisor's Office,NH
9,Eastern Region,22,White Mountain NF,1,Ammonoosuc RD (Legacy),NH
9,Eastern Region,22,White Mountain NF,2,Androscoggin RD,ME
9,Eastern Region,22,White Mountain NF,2,Androscoggin RD,NH
9,Eastern Region,22,White Mountain NF,3,Evans Notch RD (Legacy),ME
9,Eastern Region,22,White Mountain NF,3,Evans Notch RD (Legacy),NH
9,Eastern Region,22,White Mountain NF,4,Pemigewasset RD,NH
9,Eastern Region,22,White Mountain NF,5,Saco RD,ME
9,Eastern Region,22,White Mountain NF,5,Saco RD,NH
9,Eastern Region,23,NE Forest Exp Station,,,ME
9,Eastern Region,39,SC Forest Exp Station,,,OH
9,Eastern Region,54,SC Forest Exp Station,,,WV
9,Eastern Region,55,NW Forest Exp Station,,,WI
10,Alaska Region,5,Tongass NF,54,Thorne Bay RD,AK
10,Alaska Region,1,R10 Regional Office,,,AK
10,Alaska Region,4,Chuguach NF,0,Supervisor's Office,AK
10,Alaska Region,4,Chuguach NF,1,,AK
10,Alaska Region,4,Chuguach NF,2,,AK
10,Alaska Region,4,Chuguach NF,3,,AK
10,Alaska Region,4,Chuguach NF,10,Glacier RD,AK
10,Alaska Region,4,Chuguach NF,20,Cordova RD,AK
10,Alaska Region,4,Chuguach NF,30,Seward RD,AK
10,Alaska Region,5,Tongass NF,0,Supervisor's Office,AK
10,Alaska Region,5,Tongass NF,1,Administrative Staff,AK
10,Alaska Region,5,Tongass NF,2,"Asst Fs, Chat",AK
10,Alaska Region,5,Tongass NF,4,,AK
10,Alaska Region,5,Tongass NF,5,,AK
10,Alaska Region,5,Tongass NF,10,Craig RD,AK
10,Alaska Region,5,Tongass NF,20,Ketchikan RD,AK
10,Alaska Region,5,Tongass NF,21,Petersburg RD,AK
10,Alaska Region,5,Tongass NF,22,Wrangell RD,AK
10,Alaska Region,5,Tongass NF,31,Sitka RD,AK
10,Alaska Region,5,Tongass NF,32,Hoonah RD,AK
10,Alaska Region,5,Tongass NF,33,Juneau RD,AK
10,Alaska Region,5,Tongass NF,34,Admiralty National Monument,AK
10,Alaska Region,5,Tongass NF,35,Yakutat RD,AK
10,Alaska Region,5,Tongass NF,36,,AK
10,Alaska Region,5,Tongass NF,40,Thorne Bay RD,AK
10,Alaska Region,5,Tongass NF,51,Craig RD,AK
10,Alaska Region,5,Tongass NF,52,Ketchikan - Misty RD,AK
11,Forest Products Lab,11,Forest Products Lab,,,WI
11,Forest Products Lab,,,,,WI
12,Int'l Inst. of Tropical Frstry,,,,,PR
12,Int'l Inst. of Tropical Frstry,1,IITF Operations,,,PR
13,Washington Office,0,Washington Office,,,DC
13,Washington Office,2,Nat'l Interagency Fire Center,,,ID
13,Washington Office,4,GSTC,,,UT
13,Washington Office,6,Natl Adv Resource Tech Center,,,DC
13,Washington Office,20,Office of the Chief,,,DC
13,Washington Office,22,Business Operations,,,DC
13,Washington Office,23,WO - Common Services,,,DC
13,Washington Office,24,National Forest System,,,DC
13,Washington Office,25,State & Private Forestry,,,DC
13,Washington Office,26,Research And Development,,,DC
13,Washington Office,60,Law Enforce & Investigations,,,DC
13,Washington Office,81,San Dimas Tech & Dev Center,,,CA
13,Washington Office,82,Missoula Tech & Dev Center,,,MT
16,Job Corps,,,,,NA
16,Job Corps,1,Job Corp Nat'l Field Office,,,CO
16,Job Corps,3,Flatwoods JCCC,,,VA
16,Job Corps,4,Frenchburg JCCC,,,KY
16,Job Corps,5,Jacobs Creek JCCC,,,TN
16,Job Corps,6,LBJ JCCC,,,NC
16,Job Corps,7,Pine Knot JCCC,,,KY
16,Job Corps,8,Schenck JCCC,,,NC
16,Job Corps,9,Cass JCCC,,,AR
16,Job Corps,10,Ouachita JCCC,,,AR
16,Job Corps,11,Blackwell JCCC,,,WI
16,Job Corps,12,Golconda JCCC,,,IL
16,Job Corps,13,Anaconda JCCC,,,MT
16,Job Corps,14,Trapper Creek JCCC,,,MT
16,Job Corps,15,Boxelder JCCC,,,SD
16,Job Corps,16,Pine Ridge JCCC,,,NE
16,Job Corps,17,Timber Lake JCCC,,,OR
16,Job Corps,18,Wolf Creek JCCC,,,OR
16,Job Corps,19,Angell JCCC,,,OR
16,Job Corps,20,Curlew JCCC,,,WA
16,Job Corps,21,Mingo JCCC,,,MO
16,Job Corps,22,Great Onyx JCCC,,,KY
16,Job Corps,23,Harpers Ferry JCCC,,,WV
16,Job Corps,24,Oconaluftee JCCC,,,NC
16,Job Corps,25,Centennial JCCC,,,ID
16,Job Corps,26,Collbran JCCC,,,CO
16,Job Corps,27,Columbia Basin JCCC,,,WA
16,Job Corps,28,Fort Simcoe JCCC,,,WA
16,Job Corps,29,Treasure Lake JCCC,,,OK
16,Job Corps,30,Weber Basin JCCC,,,UT
22,Rocky Mtn Research Station,16,RMRS,,,CO
23,N Central Forest Exp. Station,2,Grand Rapids Lab,,,MN
23,N Central Forest Exp. Station,3,Rhinelander Lab,,,WI
23,N Central Forest Exp. Station,5,Houghton Lab,,,MI
23,N Central Forest Exp. Station,7,East Lansing Lab,,,MI
23,N Central Forest Exp. Station,8,Evanston Lab,,,IL
23,N Central Forest Exp. Station,10,Columbia Lab,,,MO
23,N Central Forest Exp. Station,11,W. Lafayette Lab,,,IN
23,N Central Forest Exp. Station,12,St. Paul Lab,,,MN
24,Northern Research Station,4,Burlington Forest Science Lab,,,VT
24,Northern Research Station,5,Delaware Forest Science Lab,,,DE
24,Northern Research Station,8,Morgantown Forest Science Lab,,,WV
24,Northern Research Station,11,Forestry Science Lab-Princeton,,,NY
24,Northern Research Station,12,State University Of New York,,,NY
24,Northern Research Station,15,Grey Towers Natl Hist Landmark,,,PA
24,Northern Research Station,23,Northern Research Station,1,Newtown Square,PA
24,Northern Research Station,23,Northern Research Station,11,Amherst Field Office,MA
24,Northern Research Station,23,Northern Research Station,13,Ansonia Forestry Sciences Lab,CT
24,Northern Research Station,23,Northern Research Station,14,Burlington Forestry Sciences Lab,VT
24,Northern Research Station,23,Northern Research Station,17,Delaware Forestry Sciences Lab,OH
24,Northern Research Station,23,Northern Research Station,21,Durham Forestry Sciences Lab,NH
24,Northern Research Station,23,Northern Research Station,25,Hamden Ne Cntr-Forest Health,CT
24,Northern Research Station,23,Northern Research Station,29,Morgantown Fstry Sciences Lab,WV
24,Northern Research Station,23,Northern Research Station,33,Parsons Timber And Watershed Lab,WV
24,Northern Research Station,23,Northern Research Station,35,Princeton Forestry Sciences Lab,NJ
24,Northern Research Station,23,Northern Research Station,39,Syracuse State University Of New York,NY
24,Northern Research Station,23,Northern Research Station,41,Warren/Irvine Forestry Sciences Lab,PA
24,Northern Research Station,23,Northern Research Station,51,St. Paul Forestry Sciences Lab,MN
24,Northern Research Station,23,Northern Research Station,52,Grand Rapids Forestry Sciences Lab,MN
24,Northern Research Station,23,Northern Research Station,53,Rhinelander Forestry Sciences Lab,WI
24,Northern Research Station,23,Northern Research Station,54,W. Lafayette Forestry Sciences Lab,IN
24,Northern Research Station,23,Northern Research Station,55,Houghton Forestry Sciences Lab,MI
24,Northern Research Station,23,Northern Research Station,56,Columbia Forestry Sciences Lab,MO
24,Northern Research Station,23,Northern Research Station,57,E. Lansing Forestry Sciences Lab,MI
24,Northern Research Station,23,Northern Research Station,58,Evanston Forestry Sciences Lab,IL
24,Northern Research Station,23,Northern Research Station,59,Madison,WI
24,Northern Research Station,23,Northern Research Station,,,PA
24,Northern Research Station,26,Amherst Field Office,,,MA
24,Northern Research Station,27,Ansonia Forestry Sciences Lab,,,CT
24,Northern Research Station,28,G. D. Aiken Fstry Sciences Lab,,,VT
24,Northern Research Station,29,Delaware Forest Science Lab,,,OH
24,Northern Research Station,30,L. C. Wyman Fstry Sciences Lab,,,NH
24,Northern Research Station,31,Ne Cntr-Forest Health Research,,,CT
24,Northern Research Station,32,Morgantown Field Office,,,WV
24,Northern Research Station,34,Timber And Watershed Lab,,,WV
24,Northern Research Station,35,Princeton Fstry Sciences Lab,,,NJ
24,Northern Research Station,36,Syracuse Field Office,,,NY
24,Northern Research Station,38,Warren Fstry Sciences Lab,,,PA
25,Albuquerque Service Center,,,,,NM
25,Albuquerque Service Center,2,ASC - Budget & Finance,,,NM
25,Albuquerque Service Center,5,CIO,,,NM
25,Albuquerque Service Center,6,Human Resources Mgmt (HRM),,,NM
26,Pacific NW Research Station,,,,,OR
26,Pacific NW Research Station,19,PNW Exp Station,,,OR
27,Pacific SW Research Station,,,,,CA
27,Pacific SW Research Station,21,PSWF & RES,,,CA
33,Southern Research Station,1,Southern Research Station,,,NC
42,"Northeastern Area, S&PF",50,,,,
42,"Northeastern Area, S&PF",51,Grey Towers Nat'L Hist Site,,,PA
42,"Northeastern Area, S&PF",53,,,,
42,"Northeastern Area, S&PF",55,Wood Education & Resource Cntr,,,WV